Position	TITOLO	ANNO	LINK	FORMATO	LOCANDINA	LINGUA	GENERE	TRAMA	DURATA	INFO
70	Children of the Corn V: Fields of Terror	1998	http://www.deadlyblogger.com/NewRelease/corn5.mp4	mp4	https://www.themoviedb.org/t/p/original/rx9sHKmVhmzp1sUuyPPeA6fOJbD.jpg	Inglese	Horror	Six college boys, mistaking the road, find themselves in a place called Divinity Falls. The atmosphere is very disturbing and, when they are about to leave the place, they discover that the children of the village are controlled by an evil force that leads them to exterminate adults. The plot is the same as the whole saga "Children of the corn" (Blood red wheat) taken from the famous story by Master Stephen King.	1h23m	
71	Class Act	1992	http://www.deadlyblogger.com/NewRelease/classact.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMjc1ZjdlMTQtMDA5MS00NGQzLWIzM2ItOTViNTlkOGVlODAzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg	Inglese	comedy	A valedictorian and a juvenile delinquent have their school records switched and begin to be treated like the other.	1h38m	
72	Colors	1988	http://www.deadlyblogger.com/NewRelease/colors.mp4	mp4	https://blob.cede.ch/catalog/10021000/10021563_1_92.jpg?v=1	Inglese	Action/Crime/Drama	An experienced cop and his rookie partner pol the streets of East Los Angeles while trying to keep the gang violence under control.	2h	
73	Concrete Cowboys	1979	https://archive.org/download/ConcreteCowboys/ConcreteCowboys_512kb.mp4	mp4	https://www.themoviedb.org/t/p/w500/4u3z2cgtCg2n8XjLxvh0DJDHguO.jpg	Inglese	Crime/Action	Will Eubanks (Tom Selleck) and his rowdy gambling buddy J.D. Reed (Jerry Reed) are two good-time roustabouts. After being caught in a sting card game, the two men are forced to leave town in a hurry.	1h40m	
74	Congo	1995	http://www.deadlyblogger.com/NewRelease/congo1995.mp4	mp4	https://pad.mymovies.it/filmclub/1500/05/012/locandina.jpg	Inglese	Action/Adventure	When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.	1h49m	
75	Conquest Of The Planet Of The Apes	1972	http://www.deadlyblogger.com/NewRelease/apes4.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/1/18/Conquest_of_the_planet_of_the_apes.jpg	Inglese	Action/Sci-Fi	In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.	1h28m	
76	Cousin Bette	1998	https://archive.org/download/CousinBette1998DVDRipiwanttobelieveinaj/Cousin%20Bette%20%281998%29%20DVDRip%20%5Biwanttobelieveinaj%5D.mp4	mp4	https://flxt.tmsimg.com/assets/p21216_p_v10_aa.jpg	Inglese	Drama	The wealthy Hulot family gathers at the deathbed of their mon Adeline (Geraldine Chaplin). Adeline's husband, the Baron Hector Hulot (Hugh Laurie) has squandered their fortune on an extravagant string of mistresses and plunged them heavily into debt, a fact which stresses the entire family.	1h48m	
77	Crimson Tide	1995	http://www.deadlyblogger.com/NewRelease/crimson.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg	Inglese	Action/Drama/Thriller	On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.	1h56m	
78	Cujo	1983	http://www.deadlyblogger.com/NewRelease/cujo.mp4	mp4	https://image.tmdb.org/t/p/w342/uNBt2YxrQdyOjnm2rDQ5QiCmQ0K.jpg	Inglese	Horror/Thriller	Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.	1h33m	
79	Curse of Bigfoot	1975	https://archive.org/download/CurseOfBigfoot_MPEG/Curse%20of%20Bigfoot.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZDQwNjVjYWUtMmIzMC00MWMwLTkwN2UtY2FhYmM3MGNlZWIxXkEyXkFqcGdeQXVyODIxNjk4NzQ@._V1_.jpg	Inglese	horror	Original film was called "Teenagers Battle the Thing" made in 1958. Approximately 59 minutes.	1h28m	
80	D2: The Mighty Ducks	1994	http://www.deadlyblogger.com/NewRelease/mighty2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMjA1YjVjZWQtZTNkYS00NTA2LThhODUtZTI1MzIwMWRjNWMzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_FMjpg_UX1000_.jpg	Inglese	Comedy/Drama/Family	Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?	1h 46m	
81	Dancing  Havana Nights	2004	http://www.deadlyblogger.com/NewRelease/dirtydancing2004.mp4	mp4	https://live.staticflickr.com/4084/4977396320_07919f4ac2_b.jpg	Inglese	Drama/sentimental	Havana, 1958. During the communist revolution led by Fidel Castro, an American high school student, Katey Miller, moved to the Caribbean island with her family. Here he meets the Cuban Javier Suarez, waiter of the hotel where he is staying. Javier is in a difficult economic situation, so Katey decides to help him by entering a dance competition with him. The prize consists of a ticket to the United States and $ 5,000. The two have some problems at the beginning, she is very rigid in her steps, he is free, but the feeling infiltrates them. They don't win the race, but their love blossoms in passion, on the days when the island is freed. Katie is forced to leave Javier and Cuba herself after an evening of dance and joy.	1h26m	
82	Dangerous Minds	1995	http://www.deadlyblogger.com/NewRelease/minds.mp4	mp4	http://gonewiththetwins.com/new/wp-content/uploads/2017/01/dangerousminds.jpg	Inglese	Biography/Drama	An ex-Marine turned teacher struggles to connect with her students in an inner city school.	1h39m	
83	Dead Presidents	1995	http://www.deadlyblogger.com/NewRelease/deadp.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	Action/Crime/Drama	A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.	1h59m	
84	Death Machines	1976	https://archive.org/download/DeathMachines/DeathMachines.mp4	mp4	https://images.static-bluray.com/products/20/50082_1_large.jpg	Inglese	Action/Thriller	An evil Oriental Dragon Lady injects three maal arts fighters with a serum that turns them into zombie-like assassins, and she sends them out against her enemies.	1h33m	
85	Deep Red	1975	https://archive.org/download/DeepRed1975/DeepRed_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZDk5ZTA4MWUtZTQ3My00ZGY3LThmNDctNWQyNDYzODZkZmZiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg	Inglese	Horror/Thriller	A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.	2h7m	
86	Defenders of Space	1984	https://archive.org/download/DefendersOfSpace/Defenders_of_space_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZjU4NWNjN2EtMTk1ZS00NzUwLTgwMzUtZmM1MWJmNTEwMjcxXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg	Inglese	Animation/Action/Sci-Fi	On planet Earth, a galaxy alliance was formed. Together with the good planets of the solar system, they maintained peace throughout the universe. Until a new horrible menace threatened the galaxy and Voltron was needed once more.	1h7m	
87	Deja Vu	2006	http://www.deadlyblogger.com/NewRelease/dejavu.mp4	mp4	https://m.media-amazon.com/images/I/51bLF1wAbML.jpg	Inglese	Thriller/Action	Following a serious terrorist attack, Special Agent Doug Carlin is instructed to hunt down the perpetrator using experimental technology that allows him to travel through time.	2h6m	
88	Delivery Man	2013	http://www.deadlyblogger.com/NewRelease/deliveryman.mp4	mp4	https://lh3.googleusercontent.com/proxy/pZXkWerGbsWJvVd3FipKV8JxsAntol3ojIAhAh-ojtX4bkoHOQOsA-AcpZOPG0VcS3AiR0iWPZjtp-5nRPPmAAjQcud4vvUBbw	Inglese	Drama/comedy	David Wozniack is an affable man who works as a bellman for the family business. His life proceeds calmly and without great ambitions until he discovers he is the biological father of more than five hundred children. Many of them have filed a lawsuit to be able to know his identity.	1h45m	
89	Dirty	2005	http://www.deadlyblogger.com/NewRelease/dirty1.mp4	mp4	https://flxt.tmsimg.com/assets/p159699_p_v10_ak.jpg	Inglese	Thriller/Drama	A criminal decides to quit the past and become a policeman. When he realizes that violence and corruption are in the police too, he is faced with a dangerous choice.	1h37m	
90	Dirty Dancing	1987	http://www.deadlyblogger.com/NewRelease/dirtydancing1987.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2009/06/24/la-locandina-di-dirty-dancing-122274_jpg_400x0_crop_q85.jpg	Inglese	Crime/Drama/Romantic	Spending the summer at a Catskills resort with her family, Frances "Baby" Houseman falls in love with the camp's dance instructor, Johnny Castle.	1h40m	
91	Django Unchained	2012	http://www.deadlyblogger.com/NewRelease/django.html	mp4	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo6BEqnlC0-waATOIg9nZeVBuOJmKEXFhYpfKsjyfZS1t7JBUm	Inglese	Western/Action	Django Unchained is a 2012 film written and directed by Quentin Tarantino, starring Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington and Samuel L. Jackson. It is a tribute to the 1966 film Django directed by Sergio Corbucci and starring Franco Nero, who appears in a cameo in this film.	2h45m	
92	Dogma	1999	http://www.deadlyblogger.com/NewRelease/dogma1999.mp4	mp4	https://www.spietati.it/wp-content/uploads/1999/12/dogma-ant.jpg	Inglese	drama/fantasy	A descendant of Jesus has the task of stopping two fallen angels who want to destroy the world.	2h10m	
93	Don't Be a Menace to South Central While Drinking Your Juice in the Hood	1996	http://www.deadlyblogger.com/NewRelease/menace.mp4	mp4	https://img.discogs.com/kjxNH9hB6OxSps0nX29WnQhX2v8=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2181315-1283472097.jpeg.jpg	Inglese	Comedy/Crime	A parody of several U.S. films about being in the 'Hood', for instance "Boyz n the Hood", "South Central", "Menace II Society", "Higher Learning" and "Juice".	1h34m	
94	Don't Tell Mom the Babysitter's Dead	1991	http://www.deadlyblogger.com/NewRelease/babysitter1991.mp4	mp4	https://m.media-amazon.com/images/M/MV5BY2RhNWNlMzctMjQzNi00M2M5LTk5MjYtMWU0MjQ0Nzk0MDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg	Inglese	comedy	Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.	1h42m	
95	Doomsday Machine	1972	https://archive.org/download/DoomsdayMachine1972/DoomsdayMachine1972_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMDRiNzUxNGUtNzVmYS00NmJkLWIxYzYtMGUwMzJlZmU1MWZkXkEyXkFqcGdeQXVyMzUzNTU3Mw@@._V1_.jpg	Inglese	Sci-Fi	Spies discover that the Red Chinese have built a "doomsday machine" capable of destroying the surface of the Earth, and that they plan to use it within a matter of days. Meanwhile, Project Astra, a manned U.S. space mission to Venus, is in its final hours before launch when it is taken over by the military and nearly half of its all-male crew is replaced by women. The reason for this becomes apparent when, shortly after Astra leaves orbit, the Earth is completely destroyed in a global cataclysm! Is the human race doomed? What dangers and wonders await the crew of the Astra on their journey to Venus?	1h23m	
96	Dragon Ball Z: Fusion  Last Saiyan	2002	https://archive.org/download/DragonBallZFusionTheLastSaiyanVHS/Dragon%20Ball%20Z%20Fusion%20The%20Last%20Saiyan%20VHS.mp4	mp4	https://m.media-amazon.com/images/I/51TFDJBQMZL._AC_.jpg	Inglese	anime/animation	In the Other World, a teenage "oni" guarding a spirit cleansing machine turns the volume of his walkman up so loud that he fails to change the evil essence tank when necessary. Due to the overload of evil essence, the machine explodes and the "oni" is transformed into a huge-childlike monster with power over the laws regarding the worlds of the living and the dead. As a result, both worlds are thrown into chaos: in the living world, several deceased are brought back to life, while in the other world, beings who were allowed to keep their bodies turn into spirits, and vice versa.	52m	
97	Driller Killer	1979	https://archive.org/download/DrillerKiller1979/Driller-killer_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BYmE3Yzc1ZTktMDAwNC00OTg0LWI1ZmYtMzg2NDNiOWRlZjkwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg	Inglese	Drama/Horror/Thriller	An ast slowly goes insane while struggling to pay his bills, work on his paintings, and care for his two female roommates, which leads him taking to the streets of New York after dark and randomly killing derelicts with a power drill.	1h36m	
98	Duck Tales the Movie: Treasure of the Lost Lamp	1990	http://www.deadlyblogger.com/NewRelease/ducktales1990.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/a/a9/DuckTales_the_Movie_-_Treasure_of_the_Lost_Lamp.jpg	Inglese	Animation/Adventure/Comedy	Scrooge McDuck takes Huey, Dewey, and Louie to Egypt to find a pyramid and magic lamp.	1h14m	
99	Elf	2003	http://www.deadlyblogger.com/NewRelease/elf1.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/d/df/Elf_movie.jpg	Inglese	fantasy/Romantic/family	A man, adopted years earlier by one of Santa's elves, after being mistakenly transported to the North Pole when he was still a child, leaves the toy workshop and travels to New York to find his family.	1h37m	
100	Elysium	2013	http://www.deadlyblogger.com/NewRelease/django.html	mp4	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP57JHwWV5ChZIbceGnghb_EXRyj2Tkv1s_eWs-A5EB5OqG0h	Inglese	Sci-fi/Action	In 2154 the rich live in the luxury of the Elysium space station while the rest of humanity barely survives on Earth. A worker, who has nothing more to lose, decides to rebel to give life to a new beginning.	1h49m	
101	Empire State	2013	http://www.deadlyblogger.com/NewRelease/empirestate.html	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/51271.jpg	Inglese	Action/Drama	New York, 1982: A security guard gets help from a childhood friend to set up a robbery of fifteen million collars.	1h34m	
102	Ender's Game	2013	http://www.deadlyblogger.com/NewRelease/endersgame.html	mp4	https://www.themoviedb.org/t/p/w500/tBgkQqrO2RMgGQR6zod3bSjcPWx.jpg	Inglese	Sci-fi/Action	A boy is selected due to his talent for advanced military training. His job is to lead all Earth forces in a grueling battle against an alien attack.	1h54m	
103	Enemy Of The State	1998	http://www.deadlyblogger.com/NewRelease/enemy.html	mp4	https://flxt.tmsimg.com/assets/p22072_p_v10_ar.jpg	Inglese	Action/Thriller	Robert Clayton Dean is a brilliant Washington D.C. attorney. who unbeknownst to him comes into possession of a video that charges a senior National Security Agency executive in political murder.	2h20m	
104	Epic	2013	http://www.deadlyblogger.com/NewRelease/epic1.mp4	mp4	https://www.iceposter.com/thumbs/MOV_61942f94_b.jpg	Inglese	Fantasy/Adventure/animation	Magically transported to a secret universe, a girl joins the ongoing battle between good and evil, the fate of the world at stake.	1h42m	
105	Eragon	2006	http://www.deadlyblogger.com/NewRelease/eragon.html	mp4	https://pad.mymovies.it/filmclub/2006/03/411/locandina.jpg	Inglese	fantasy/Adventure	Eragon is a boy of humble origins whose destiny changes radically thanks to the discovery of a dragon egg.	1h44m	
106	Escape From The Planet Of The Apes	1971	http://www.deadlyblogger.com/NewRelease/apes3.mp4	mp4	https://musicart.xboxlive.com/7/2a7c1100-0000-0000-0000-000000000002/504/image.jpg?w=1920&h=1080	Inglese	Action/Sci-Fi	The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.	1h38m	
107	Escape Plan	2013	http://www.deadlyblogger.com/NewRelease/escapeplan2013.mp4	mp4	https://m.media-amazon.com/images/I/51TPgfINHKL._AC_.jpg	Inglese	Drama	Security expert must escape from a secret prison to find out the flaws in the system. He risks his life in his latest venture, the maximum security secret penitentiary called 'the Tomb'.	1h56m	
108	Everything Must Go	2010	http://www.deadlyblogger.com/NewRelease/mustgo.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMjEwMjI0NjU2NF5BMl5BanBnXkFtZTcwMDk5Mjc4NA@@._V1_.jpg	Inglese	Drama	Everything Must Go (2010) When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.	1h37m	
109	Fallen	1998	http://www.deadlyblogger.com/NewRelease/fallen2.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2004/02/16/la-locandina-di-il-tocco-del-male-41815_jpg_400x0_crop_q85.jpg	Inglese	Thriller	The police investigate some crimes whose execution method looks strikingly similar to that used by a newly killed serial killer.	2h4m	
110	Fast & Furious 5	2011	http://www.deadlyblogger.com/NewRelease/fast5.mp4	mp4	https://pad.mymovies.it/filmclub/2010/02/075/locandinapg3.jpg	Inglese	Drama/Thriller	In Rio de Janeiro, former crook Dom Toretto and former police officer Brian O 'Conner join forces to confront a wealthy businessman who wants them both dead.	2h12m	
